2009,06,03,VLO,Buy,100
2009,06,10,VLO,Sell,100
2008,05,06,VMC,Buy,100
2008,05,13,VMC,Sell,100
2009,06,08,VRSN,Buy,100
2009,06,15,VRSN,Sell,100
2009,05,07,VZ,Buy,100
2009,05,14,VZ,Sell,100
2009,09,17,VZ,Buy,100
2009,09,24,VZ,Sell,100
2009,05,08,WEC,Buy,100
2009,05,15,WEC,Sell,100
2008,08,06,WFM,Buy,100
2008,08,13,WFM,Sell,100
2008,04,24,WHR,Buy,100
2008,05,01,WHR,Sell,100
2008,04,22,WIN,Buy,100
2008,04,29,WIN,Sell,100
2008,08,14,WM,Buy,100
2008,08,21,WM,Sell,100
2009,09,14,WMT,Buy,100
2009,09,21,WMT,Sell,100
2009,12,16,WMT,Buy,100
2009,12,23,WMT,Sell,100
2008,05,02,WPO,Buy,100
2008,05,09,WPO,Sell,100
2009,05,04,WPO,Buy,100
2009,05,11,WPO,Sell,100
2009,05,07,XLNX,Buy,100
2009,05,14,XLNX,Sell,100
2009,12,14,XOM,Buy,100
2009,12,21,XOM,Sell,100
2008,04,22,XRX,Buy,100
2008,04,29,XRX,Sell,100
2008,04,24,YHOO,Buy,100
2008,05,01,YHOO,Sell,100
2008,05,05,YHOO,Buy,100
2008,05,12,YHOO,Sell,100
2009,11,24,YHOO,Buy,100
2009,12,02,YHOO,Sell,100
